,Unnamed: 0,post_id,post_date,post_text,nlikes,nreposts,ncomments,comm_id,user_id,comm_date,comm_text,owner_id,parents_stack,thread,attachments,is_from_post_author,deleted,reply_to_user,reply_to_comment
335,335,3284,1561032124,"💥WOW! А у нас РОЗЫГРЫШ от наших друзей [club59120577|The North Face Russia] и ,конечно, от нашего скалолазного центра [club38936316|Boulder House на Коломенской] 💥

⭐ Крутой рюкзак [club59120577|The North Face Russia] 
⭐ Сертификат на 4 занятия с тренером в группе скалолазного центра Rock Zona Boulder House
⭐ Сертификат на 1 занятие с тренером в группе и 2 самостоятельных посещения скалолазного центра Rock Zona Boulder House 
⭐Сертификат на 1 занятие с тренером в группе скалолазного центра Rock Zona Boulder House 

❗Условия самые простые❗ 
1. Быть подписанным на группы [club59120577|The North Face Russia] и [club38936316|Скалодром Boulder House на Коломенской] Вконтакте
2. Поставить 💚 и сделать репост записи, которую Вы сейчас читаете 😃
3. Написать под постом ""Участвую"" 

Розыгрыш для совершеннолетних участников✅

Итоги розыгрыша опубликуем 6 июля в полдень по московскому времени 🤗

#thenorthface_russia #TNF #boulder_house #rzclimbing",89,26,65,3322,381733129,1561128622,Участвую,-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
336,336,3284,1561032124,"💥WOW! А у нас РОЗЫГРЫШ от наших друзей [club59120577|The North Face Russia] и ,конечно, от нашего скалолазного центра [club38936316|Boulder House на Коломенской] 💥

⭐ Крутой рюкзак [club59120577|The North Face Russia] 
⭐ Сертификат на 4 занятия с тренером в группе скалолазного центра Rock Zona Boulder House
⭐ Сертификат на 1 занятие с тренером в группе и 2 самостоятельных посещения скалолазного центра Rock Zona Boulder House 
⭐Сертификат на 1 занятие с тренером в группе скалолазного центра Rock Zona Boulder House 

❗Условия самые простые❗ 
1. Быть подписанным на группы [club59120577|The North Face Russia] и [club38936316|Скалодром Boulder House на Коломенской] Вконтакте
2. Поставить 💚 и сделать репост записи, которую Вы сейчас читаете 😃
3. Написать под постом ""Участвую"" 

Розыгрыш для совершеннолетних участников✅

Итоги розыгрыша опубликуем 6 июля в полдень по московскому времени 🤗

#thenorthface_russia #TNF #boulder_house #rzclimbing",89,26,65,3323,287084054,1561135183,Участвую,-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
337,337,3284,1561032124,"💥WOW! А у нас РОЗЫГРЫШ от наших друзей [club59120577|The North Face Russia] и ,конечно, от нашего скалолазного центра [club38936316|Boulder House на Коломенской] 💥

⭐ Крутой рюкзак [club59120577|The North Face Russia] 
⭐ Сертификат на 4 занятия с тренером в группе скалолазного центра Rock Zona Boulder House
⭐ Сертификат на 1 занятие с тренером в группе и 2 самостоятельных посещения скалолазного центра Rock Zona Boulder House 
⭐Сертификат на 1 занятие с тренером в группе скалолазного центра Rock Zona Boulder House 

❗Условия самые простые❗ 
1. Быть подписанным на группы [club59120577|The North Face Russia] и [club38936316|Скалодром Boulder House на Коломенской] Вконтакте
2. Поставить 💚 и сделать репост записи, которую Вы сейчас читаете 😃
3. Написать под постом ""Участвую"" 

Розыгрыш для совершеннолетних участников✅

Итоги розыгрыша опубликуем 6 июля в полдень по московскому времени 🤗

#thenorthface_russia #TNF #boulder_house #rzclimbing",89,26,65,3324,97784992,1561151659,Участвую,-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
338,338,3284,1561032124,"💥WOW! А у нас РОЗЫГРЫШ от наших друзей [club59120577|The North Face Russia] и ,конечно, от нашего скалолазного центра [club38936316|Boulder House на Коломенской] 💥

⭐ Крутой рюкзак [club59120577|The North Face Russia] 
⭐ Сертификат на 4 занятия с тренером в группе скалолазного центра Rock Zona Boulder House
⭐ Сертификат на 1 занятие с тренером в группе и 2 самостоятельных посещения скалолазного центра Rock Zona Boulder House 
⭐Сертификат на 1 занятие с тренером в группе скалолазного центра Rock Zona Boulder House 

❗Условия самые простые❗ 
1. Быть подписанным на группы [club59120577|The North Face Russia] и [club38936316|Скалодром Boulder House на Коломенской] Вконтакте
2. Поставить 💚 и сделать репост записи, которую Вы сейчас читаете 😃
3. Написать под постом ""Участвую"" 

Розыгрыш для совершеннолетних участников✅

Итоги розыгрыша опубликуем 6 июля в полдень по московскому времени 🤗

#thenorthface_russia #TNF #boulder_house #rzclimbing",89,26,65,3325,291653,1561160101,Участвую,-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
339,339,3284,1561032124,"💥WOW! А у нас РОЗЫГРЫШ от наших друзей [club59120577|The North Face Russia] и ,конечно, от нашего скалолазного центра [club38936316|Boulder House на Коломенской] 💥

⭐ Крутой рюкзак [club59120577|The North Face Russia] 
⭐ Сертификат на 4 занятия с тренером в группе скалолазного центра Rock Zona Boulder House
⭐ Сертификат на 1 занятие с тренером в группе и 2 самостоятельных посещения скалолазного центра Rock Zona Boulder House 
⭐Сертификат на 1 занятие с тренером в группе скалолазного центра Rock Zona Boulder House 

❗Условия самые простые❗ 
1. Быть подписанным на группы [club59120577|The North Face Russia] и [club38936316|Скалодром Boulder House на Коломенской] Вконтакте
2. Поставить 💚 и сделать репост записи, которую Вы сейчас читаете 😃
3. Написать под постом ""Участвую"" 

Розыгрыш для совершеннолетних участников✅

Итоги розыгрыша опубликуем 6 июля в полдень по московскому времени 🤗

#thenorthface_russia #TNF #boulder_house #rzclimbing",89,26,65,3326,1879666,1561185919,Участвую,-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
340,340,3284,1561032124,"💥WOW! А у нас РОЗЫГРЫШ от наших друзей [club59120577|The North Face Russia] и ,конечно, от нашего скалолазного центра [club38936316|Boulder House на Коломенской] 💥

⭐ Крутой рюкзак [club59120577|The North Face Russia] 
⭐ Сертификат на 4 занятия с тренером в группе скалолазного центра Rock Zona Boulder House
⭐ Сертификат на 1 занятие с тренером в группе и 2 самостоятельных посещения скалолазного центра Rock Zona Boulder House 
⭐Сертификат на 1 занятие с тренером в группе скалолазного центра Rock Zona Boulder House 

❗Условия самые простые❗ 
1. Быть подписанным на группы [club59120577|The North Face Russia] и [club38936316|Скалодром Boulder House на Коломенской] Вконтакте
2. Поставить 💚 и сделать репост записи, которую Вы сейчас читаете 😃
3. Написать под постом ""Участвую"" 

Розыгрыш для совершеннолетних участников✅

Итоги розыгрыша опубликуем 6 июля в полдень по московскому времени 🤗

#thenorthface_russia #TNF #boulder_house #rzclimbing",89,26,65,3329,1323649,1561188812,Участвую,-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
341,341,3284,1561032124,"💥WOW! А у нас РОЗЫГРЫШ от наших друзей [club59120577|The North Face Russia] и ,конечно, от нашего скалолазного центра [club38936316|Boulder House на Коломенской] 💥

⭐ Крутой рюкзак [club59120577|The North Face Russia] 
⭐ Сертификат на 4 занятия с тренером в группе скалолазного центра Rock Zona Boulder House
⭐ Сертификат на 1 занятие с тренером в группе и 2 самостоятельных посещения скалолазного центра Rock Zona Boulder House 
⭐Сертификат на 1 занятие с тренером в группе скалолазного центра Rock Zona Boulder House 

❗Условия самые простые❗ 
1. Быть подписанным на группы [club59120577|The North Face Russia] и [club38936316|Скалодром Boulder House на Коломенской] Вконтакте
2. Поставить 💚 и сделать репост записи, которую Вы сейчас читаете 😃
3. Написать под постом ""Участвую"" 

Розыгрыш для совершеннолетних участников✅

Итоги розыгрыша опубликуем 6 июля в полдень по московскому времени 🤗

#thenorthface_russia #TNF #boulder_house #rzclimbing",89,26,65,3331,7991861,1561210333,Участвую!,-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
342,342,3284,1561032124,"💥WOW! А у нас РОЗЫГРЫШ от наших друзей [club59120577|The North Face Russia] и ,конечно, от нашего скалолазного центра [club38936316|Boulder House на Коломенской] 💥

⭐ Крутой рюкзак [club59120577|The North Face Russia] 
⭐ Сертификат на 4 занятия с тренером в группе скалолазного центра Rock Zona Boulder House
⭐ Сертификат на 1 занятие с тренером в группе и 2 самостоятельных посещения скалолазного центра Rock Zona Boulder House 
⭐Сертификат на 1 занятие с тренером в группе скалолазного центра Rock Zona Boulder House 

❗Условия самые простые❗ 
1. Быть подписанным на группы [club59120577|The North Face Russia] и [club38936316|Скалодром Boulder House на Коломенской] Вконтакте
2. Поставить 💚 и сделать репост записи, которую Вы сейчас читаете 😃
3. Написать под постом ""Участвую"" 

Розыгрыш для совершеннолетних участников✅

Итоги розыгрыша опубликуем 6 июля в полдень по московскому времени 🤗

#thenorthface_russia #TNF #boulder_house #rzclimbing",89,26,65,3332,53786326,1561554612,Участвую),-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
343,343,3284,1561032124,"💥WOW! А у нас РОЗЫГРЫШ от наших друзей [club59120577|The North Face Russia] и ,конечно, от нашего скалолазного центра [club38936316|Boulder House на Коломенской] 💥

⭐ Крутой рюкзак [club59120577|The North Face Russia] 
⭐ Сертификат на 4 занятия с тренером в группе скалолазного центра Rock Zona Boulder House
⭐ Сертификат на 1 занятие с тренером в группе и 2 самостоятельных посещения скалолазного центра Rock Zona Boulder House 
⭐Сертификат на 1 занятие с тренером в группе скалолазного центра Rock Zona Boulder House 

❗Условия самые простые❗ 
1. Быть подписанным на группы [club59120577|The North Face Russia] и [club38936316|Скалодром Boulder House на Коломенской] Вконтакте
2. Поставить 💚 и сделать репост записи, которую Вы сейчас читаете 😃
3. Написать под постом ""Участвую"" 

Розыгрыш для совершеннолетних участников✅

Итоги розыгрыша опубликуем 6 июля в полдень по московскому времени 🤗

#thenorthface_russia #TNF #boulder_house #rzclimbing",89,26,65,3335,16098671,1561983400,Участвую,-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
344,344,3284,1561032124,"💥WOW! А у нас РОЗЫГРЫШ от наших друзей [club59120577|The North Face Russia] и ,конечно, от нашего скалолазного центра [club38936316|Boulder House на Коломенской] 💥

⭐ Крутой рюкзак [club59120577|The North Face Russia] 
⭐ Сертификат на 4 занятия с тренером в группе скалолазного центра Rock Zona Boulder House
⭐ Сертификат на 1 занятие с тренером в группе и 2 самостоятельных посещения скалолазного центра Rock Zona Boulder House 
⭐Сертификат на 1 занятие с тренером в группе скалолазного центра Rock Zona Boulder House 

❗Условия самые простые❗ 
1. Быть подписанным на группы [club59120577|The North Face Russia] и [club38936316|Скалодром Boulder House на Коломенской] Вконтакте
2. Поставить 💚 и сделать репост записи, которую Вы сейчас читаете 😃
3. Написать под постом ""Участвую"" 

Розыгрыш для совершеннолетних участников✅

Итоги розыгрыша опубликуем 6 июля в полдень по московскому времени 🤗

#thenorthface_russia #TNF #boulder_house #rzclimbing",89,26,65,3336,389458785,1561983837,Участвую,-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
345,345,3284,1561032124,"💥WOW! А у нас РОЗЫГРЫШ от наших друзей [club59120577|The North Face Russia] и ,конечно, от нашего скалолазного центра [club38936316|Boulder House на Коломенской] 💥

⭐ Крутой рюкзак [club59120577|The North Face Russia] 
⭐ Сертификат на 4 занятия с тренером в группе скалолазного центра Rock Zona Boulder House
⭐ Сертификат на 1 занятие с тренером в группе и 2 самостоятельных посещения скалолазного центра Rock Zona Boulder House 
⭐Сертификат на 1 занятие с тренером в группе скалолазного центра Rock Zona Boulder House 

❗Условия самые простые❗ 
1. Быть подписанным на группы [club59120577|The North Face Russia] и [club38936316|Скалодром Boulder House на Коломенской] Вконтакте
2. Поставить 💚 и сделать репост записи, которую Вы сейчас читаете 😃
3. Написать под постом ""Участвую"" 

Розыгрыш для совершеннолетних участников✅

Итоги розыгрыша опубликуем 6 июля в полдень по московскому времени 🤗

#thenorthface_russia #TNF #boulder_house #rzclimbing",89,26,65,3337,2399460,1561984059,Участвую,-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
346,346,3284,1561032124,"💥WOW! А у нас РОЗЫГРЫШ от наших друзей [club59120577|The North Face Russia] и ,конечно, от нашего скалолазного центра [club38936316|Boulder House на Коломенской] 💥

⭐ Крутой рюкзак [club59120577|The North Face Russia] 
⭐ Сертификат на 4 занятия с тренером в группе скалолазного центра Rock Zona Boulder House
⭐ Сертификат на 1 занятие с тренером в группе и 2 самостоятельных посещения скалолазного центра Rock Zona Boulder House 
⭐Сертификат на 1 занятие с тренером в группе скалолазного центра Rock Zona Boulder House 

❗Условия самые простые❗ 
1. Быть подписанным на группы [club59120577|The North Face Russia] и [club38936316|Скалодром Boulder House на Коломенской] Вконтакте
2. Поставить 💚 и сделать репост записи, которую Вы сейчас читаете 😃
3. Написать под постом ""Участвую"" 

Розыгрыш для совершеннолетних участников✅

Итоги розыгрыша опубликуем 6 июля в полдень по московскому времени 🤗

#thenorthface_russia #TNF #boulder_house #rzclimbing",89,26,65,3338,213726667,1561984386,Участвую,-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
347,347,3284,1561032124,"💥WOW! А у нас РОЗЫГРЫШ от наших друзей [club59120577|The North Face Russia] и ,конечно, от нашего скалолазного центра [club38936316|Boulder House на Коломенской] 💥

⭐ Крутой рюкзак [club59120577|The North Face Russia] 
⭐ Сертификат на 4 занятия с тренером в группе скалолазного центра Rock Zona Boulder House
⭐ Сертификат на 1 занятие с тренером в группе и 2 самостоятельных посещения скалолазного центра Rock Zona Boulder House 
⭐Сертификат на 1 занятие с тренером в группе скалолазного центра Rock Zona Boulder House 

❗Условия самые простые❗ 
1. Быть подписанным на группы [club59120577|The North Face Russia] и [club38936316|Скалодром Boulder House на Коломенской] Вконтакте
2. Поставить 💚 и сделать репост записи, которую Вы сейчас читаете 😃
3. Написать под постом ""Участвую"" 

Розыгрыш для совершеннолетних участников✅

Итоги розыгрыша опубликуем 6 июля в полдень по московскому времени 🤗

#thenorthface_russia #TNF #boulder_house #rzclimbing",89,26,65,3339,108490059,1561984413,Участвую,-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
348,348,3284,1561032124,"💥WOW! А у нас РОЗЫГРЫШ от наших друзей [club59120577|The North Face Russia] и ,конечно, от нашего скалолазного центра [club38936316|Boulder House на Коломенской] 💥

⭐ Крутой рюкзак [club59120577|The North Face Russia] 
⭐ Сертификат на 4 занятия с тренером в группе скалолазного центра Rock Zona Boulder House
⭐ Сертификат на 1 занятие с тренером в группе и 2 самостоятельных посещения скалолазного центра Rock Zona Boulder House 
⭐Сертификат на 1 занятие с тренером в группе скалолазного центра Rock Zona Boulder House 

❗Условия самые простые❗ 
1. Быть подписанным на группы [club59120577|The North Face Russia] и [club38936316|Скалодром Boulder House на Коломенской] Вконтакте
2. Поставить 💚 и сделать репост записи, которую Вы сейчас читаете 😃
3. Написать под постом ""Участвую"" 

Розыгрыш для совершеннолетних участников✅

Итоги розыгрыша опубликуем 6 июля в полдень по московскому времени 🤗

#thenorthface_russia #TNF #boulder_house #rzclimbing",89,26,65,3340,264650844,1561997105,Участвую,-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
349,349,3284,1561032124,"💥WOW! А у нас РОЗЫГРЫШ от наших друзей [club59120577|The North Face Russia] и ,конечно, от нашего скалолазного центра [club38936316|Boulder House на Коломенской] 💥

⭐ Крутой рюкзак [club59120577|The North Face Russia] 
⭐ Сертификат на 4 занятия с тренером в группе скалолазного центра Rock Zona Boulder House
⭐ Сертификат на 1 занятие с тренером в группе и 2 самостоятельных посещения скалолазного центра Rock Zona Boulder House 
⭐Сертификат на 1 занятие с тренером в группе скалолазного центра Rock Zona Boulder House 

❗Условия самые простые❗ 
1. Быть подписанным на группы [club59120577|The North Face Russia] и [club38936316|Скалодром Boulder House на Коломенской] Вконтакте
2. Поставить 💚 и сделать репост записи, которую Вы сейчас читаете 😃
3. Написать под постом ""Участвую"" 

Розыгрыш для совершеннолетних участников✅

Итоги розыгрыша опубликуем 6 июля в полдень по московскому времени 🤗

#thenorthface_russia #TNF #boulder_house #rzclimbing",89,26,65,3341,199500761,1562039410,Участвую,-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
350,350,3284,1561032124,"💥WOW! А у нас РОЗЫГРЫШ от наших друзей [club59120577|The North Face Russia] и ,конечно, от нашего скалолазного центра [club38936316|Boulder House на Коломенской] 💥

⭐ Крутой рюкзак [club59120577|The North Face Russia] 
⭐ Сертификат на 4 занятия с тренером в группе скалолазного центра Rock Zona Boulder House
⭐ Сертификат на 1 занятие с тренером в группе и 2 самостоятельных посещения скалолазного центра Rock Zona Boulder House 
⭐Сертификат на 1 занятие с тренером в группе скалолазного центра Rock Zona Boulder House 

❗Условия самые простые❗ 
1. Быть подписанным на группы [club59120577|The North Face Russia] и [club38936316|Скалодром Boulder House на Коломенской] Вконтакте
2. Поставить 💚 и сделать репост записи, которую Вы сейчас читаете 😃
3. Написать под постом ""Участвую"" 

Розыгрыш для совершеннолетних участников✅

Итоги розыгрыша опубликуем 6 июля в полдень по московскому времени 🤗

#thenorthface_russia #TNF #boulder_house #rzclimbing",89,26,65,3342,5476187,1562045829,Участвую,-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
351,351,3284,1561032124,"💥WOW! А у нас РОЗЫГРЫШ от наших друзей [club59120577|The North Face Russia] и ,конечно, от нашего скалолазного центра [club38936316|Boulder House на Коломенской] 💥

⭐ Крутой рюкзак [club59120577|The North Face Russia] 
⭐ Сертификат на 4 занятия с тренером в группе скалолазного центра Rock Zona Boulder House
⭐ Сертификат на 1 занятие с тренером в группе и 2 самостоятельных посещения скалолазного центра Rock Zona Boulder House 
⭐Сертификат на 1 занятие с тренером в группе скалолазного центра Rock Zona Boulder House 

❗Условия самые простые❗ 
1. Быть подписанным на группы [club59120577|The North Face Russia] и [club38936316|Скалодром Boulder House на Коломенской] Вконтакте
2. Поставить 💚 и сделать репост записи, которую Вы сейчас читаете 😃
3. Написать под постом ""Участвую"" 

Розыгрыш для совершеннолетних участников✅

Итоги розыгрыша опубликуем 6 июля в полдень по московскому времени 🤗

#thenorthface_russia #TNF #boulder_house #rzclimbing",89,26,65,3343,52412830,1562048954,Участвую 😄,-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
352,352,3284,1561032124,"💥WOW! А у нас РОЗЫГРЫШ от наших друзей [club59120577|The North Face Russia] и ,конечно, от нашего скалолазного центра [club38936316|Boulder House на Коломенской] 💥

⭐ Крутой рюкзак [club59120577|The North Face Russia] 
⭐ Сертификат на 4 занятия с тренером в группе скалолазного центра Rock Zona Boulder House
⭐ Сертификат на 1 занятие с тренером в группе и 2 самостоятельных посещения скалолазного центра Rock Zona Boulder House 
⭐Сертификат на 1 занятие с тренером в группе скалолазного центра Rock Zona Boulder House 

❗Условия самые простые❗ 
1. Быть подписанным на группы [club59120577|The North Face Russia] и [club38936316|Скалодром Boulder House на Коломенской] Вконтакте
2. Поставить 💚 и сделать репост записи, которую Вы сейчас читаете 😃
3. Написать под постом ""Участвую"" 

Розыгрыш для совершеннолетних участников✅

Итоги розыгрыша опубликуем 6 июля в полдень по московскому времени 🤗

#thenorthface_russia #TNF #boulder_house #rzclimbing",89,26,65,3344,1488660,1562069129,Участвую ;),-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
353,353,3284,1561032124,"💥WOW! А у нас РОЗЫГРЫШ от наших друзей [club59120577|The North Face Russia] и ,конечно, от нашего скалолазного центра [club38936316|Boulder House на Коломенской] 💥

⭐ Крутой рюкзак [club59120577|The North Face Russia] 
⭐ Сертификат на 4 занятия с тренером в группе скалолазного центра Rock Zona Boulder House
⭐ Сертификат на 1 занятие с тренером в группе и 2 самостоятельных посещения скалолазного центра Rock Zona Boulder House 
⭐Сертификат на 1 занятие с тренером в группе скалолазного центра Rock Zona Boulder House 

❗Условия самые простые❗ 
1. Быть подписанным на группы [club59120577|The North Face Russia] и [club38936316|Скалодром Boulder House на Коломенской] Вконтакте
2. Поставить 💚 и сделать репост записи, которую Вы сейчас читаете 😃
3. Написать под постом ""Участвую"" 

Розыгрыш для совершеннолетних участников✅

Итоги розыгрыша опубликуем 6 июля в полдень по московскому времени 🤗

#thenorthface_russia #TNF #boulder_house #rzclimbing",89,26,65,3345,11635604,1562095730,Участвую,-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
354,354,3284,1561032124,"💥WOW! А у нас РОЗЫГРЫШ от наших друзей [club59120577|The North Face Russia] и ,конечно, от нашего скалолазного центра [club38936316|Boulder House на Коломенской] 💥

⭐ Крутой рюкзак [club59120577|The North Face Russia] 
⭐ Сертификат на 4 занятия с тренером в группе скалолазного центра Rock Zona Boulder House
⭐ Сертификат на 1 занятие с тренером в группе и 2 самостоятельных посещения скалолазного центра Rock Zona Boulder House 
⭐Сертификат на 1 занятие с тренером в группе скалолазного центра Rock Zona Boulder House 

❗Условия самые простые❗ 
1. Быть подписанным на группы [club59120577|The North Face Russia] и [club38936316|Скалодром Boulder House на Коломенской] Вконтакте
2. Поставить 💚 и сделать репост записи, которую Вы сейчас читаете 😃
3. Написать под постом ""Участвую"" 

Розыгрыш для совершеннолетних участников✅

Итоги розыгрыша опубликуем 6 июля в полдень по московскому времени 🤗

#thenorthface_russia #TNF #boulder_house #rzclimbing",89,26,65,3347,33733028,1562155419,Участвую,-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
355,355,3284,1561032124,"💥WOW! А у нас РОЗЫГРЫШ от наших друзей [club59120577|The North Face Russia] и ,конечно, от нашего скалолазного центра [club38936316|Boulder House на Коломенской] 💥

⭐ Крутой рюкзак [club59120577|The North Face Russia] 
⭐ Сертификат на 4 занятия с тренером в группе скалолазного центра Rock Zona Boulder House
⭐ Сертификат на 1 занятие с тренером в группе и 2 самостоятельных посещения скалолазного центра Rock Zona Boulder House 
⭐Сертификат на 1 занятие с тренером в группе скалолазного центра Rock Zona Boulder House 

❗Условия самые простые❗ 
1. Быть подписанным на группы [club59120577|The North Face Russia] и [club38936316|Скалодром Boulder House на Коломенской] Вконтакте
2. Поставить 💚 и сделать репост записи, которую Вы сейчас читаете 😃
3. Написать под постом ""Участвую"" 

Розыгрыш для совершеннолетних участников✅

Итоги розыгрыша опубликуем 6 июля в полдень по московскому времени 🤗

#thenorthface_russia #TNF #boulder_house #rzclimbing",89,26,65,3348,316487699,1562192897,Участвую,-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
356,356,3284,1561032124,"💥WOW! А у нас РОЗЫГРЫШ от наших друзей [club59120577|The North Face Russia] и ,конечно, от нашего скалолазного центра [club38936316|Boulder House на Коломенской] 💥

⭐ Крутой рюкзак [club59120577|The North Face Russia] 
⭐ Сертификат на 4 занятия с тренером в группе скалолазного центра Rock Zona Boulder House
⭐ Сертификат на 1 занятие с тренером в группе и 2 самостоятельных посещения скалолазного центра Rock Zona Boulder House 
⭐Сертификат на 1 занятие с тренером в группе скалолазного центра Rock Zona Boulder House 

❗Условия самые простые❗ 
1. Быть подписанным на группы [club59120577|The North Face Russia] и [club38936316|Скалодром Boulder House на Коломенской] Вконтакте
2. Поставить 💚 и сделать репост записи, которую Вы сейчас читаете 😃
3. Написать под постом ""Участвую"" 

Розыгрыш для совершеннолетних участников✅

Итоги розыгрыша опубликуем 6 июля в полдень по московскому времени 🤗

#thenorthface_russia #TNF #boulder_house #rzclimbing",89,26,65,3349,266600262,1562197129,Уча вствую,-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
357,357,3284,1561032124,"💥WOW! А у нас РОЗЫГРЫШ от наших друзей [club59120577|The North Face Russia] и ,конечно, от нашего скалолазного центра [club38936316|Boulder House на Коломенской] 💥

⭐ Крутой рюкзак [club59120577|The North Face Russia] 
⭐ Сертификат на 4 занятия с тренером в группе скалолазного центра Rock Zona Boulder House
⭐ Сертификат на 1 занятие с тренером в группе и 2 самостоятельных посещения скалолазного центра Rock Zona Boulder House 
⭐Сертификат на 1 занятие с тренером в группе скалолазного центра Rock Zona Boulder House 

❗Условия самые простые❗ 
1. Быть подписанным на группы [club59120577|The North Face Russia] и [club38936316|Скалодром Boulder House на Коломенской] Вконтакте
2. Поставить 💚 и сделать репост записи, которую Вы сейчас читаете 😃
3. Написать под постом ""Участвую"" 

Розыгрыш для совершеннолетних участников✅

Итоги розыгрыша опубликуем 6 июля в полдень по московскому времени 🤗

#thenorthface_russia #TNF #boulder_house #rzclimbing",89,26,65,3351,2716289,1562262992,Участвую.,-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
358,358,3284,1561032124,"💥WOW! А у нас РОЗЫГРЫШ от наших друзей [club59120577|The North Face Russia] и ,конечно, от нашего скалолазного центра [club38936316|Boulder House на Коломенской] 💥

⭐ Крутой рюкзак [club59120577|The North Face Russia] 
⭐ Сертификат на 4 занятия с тренером в группе скалолазного центра Rock Zona Boulder House
⭐ Сертификат на 1 занятие с тренером в группе и 2 самостоятельных посещения скалолазного центра Rock Zona Boulder House 
⭐Сертификат на 1 занятие с тренером в группе скалолазного центра Rock Zona Boulder House 

❗Условия самые простые❗ 
1. Быть подписанным на группы [club59120577|The North Face Russia] и [club38936316|Скалодром Boulder House на Коломенской] Вконтакте
2. Поставить 💚 и сделать репост записи, которую Вы сейчас читаете 😃
3. Написать под постом ""Участвую"" 

Розыгрыш для совершеннолетних участников✅

Итоги розыгрыша опубликуем 6 июля в полдень по московскому времени 🤗

#thenorthface_russia #TNF #boulder_house #rzclimbing",89,26,65,3352,10151974,1562306906,участвую!,-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
359,359,3284,1561032124,"💥WOW! А у нас РОЗЫГРЫШ от наших друзей [club59120577|The North Face Russia] и ,конечно, от нашего скалолазного центра [club38936316|Boulder House на Коломенской] 💥

⭐ Крутой рюкзак [club59120577|The North Face Russia] 
⭐ Сертификат на 4 занятия с тренером в группе скалолазного центра Rock Zona Boulder House
⭐ Сертификат на 1 занятие с тренером в группе и 2 самостоятельных посещения скалолазного центра Rock Zona Boulder House 
⭐Сертификат на 1 занятие с тренером в группе скалолазного центра Rock Zona Boulder House 

❗Условия самые простые❗ 
1. Быть подписанным на группы [club59120577|The North Face Russia] и [club38936316|Скалодром Boulder House на Коломенской] Вконтакте
2. Поставить 💚 и сделать репост записи, которую Вы сейчас читаете 😃
3. Написать под постом ""Участвую"" 

Розыгрыш для совершеннолетних участников✅

Итоги розыгрыша опубликуем 6 июля в полдень по московскому времени 🤗

#thenorthface_russia #TNF #boulder_house #rzclimbing",89,26,65,3353,312657,1562311717,Участвую,-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
